amplicon	LWR	fract	aLWR	afract	taxopath	TAX1	TAX2	TAX3	TAX4	TAX5	TAX6
316ba034a2768d171b5412fd05d8440f768a715c;size=514	0.9719	0.9722	0.9719	0.9722	Eukaryota;SAR;Alveolata;Perkinsea;PERK02	Eukaryota	SAR	Alveolata	Perkinsea	PERK02	NA
9495787b1c190fc2cffe424279df63756def2fcd;size=10	0.9657	0.9674	0.9658	0.9675	Eukaryota;SAR;Alveolata;Perkinsea;PERK02	Eukaryota	SAR	Alveolata	Perkinsea	PERK02	NA
0b22130c7b9a753924e0e431f111a33f2275e0ae;size=30	0.9132	0.9231	0.9132	0.9231	Eukaryota;SAR;Alveolata;Perkinsea;PERK02	Eukaryota	SAR	Alveolata	Perkinsea	PERK02	NA
7b2f1c7234d4ec22091bceb527d18ff691c6aa3d;size=18	0.5904	0.5904	1	1	Eukaryota;SAR;Alveolata;Perkinsea;PERK02	Eukaryota	SAR	Alveolata	Perkinsea	PERK02	NA
99ab0dca2416f8c260992dadc25b146ad6116c55;size=22	0.5484	0.5484	1	1	Eukaryota;SAR;Alveolata;Perkinsea;PERK02	Eukaryota	SAR	Alveolata	Perkinsea	PERK02	NA
0fc37836119455700f03458e56a829db4cba3566;size=34	0.5448	0.5451	0.9745	0.9749	Eukaryota;SAR;Alveolata;Perkinsea;PERK02	Eukaryota	SAR	Alveolata	Perkinsea	PERK02	NA
fd9f8ba125ba93e38db7efe6cf34b64d32a4e527;size=20	0.7756	0.7757	1	1	Eukaryota;SAR;Alveolata;Perkinsea;PERK02	Eukaryota	SAR	Alveolata	Perkinsea	PERK02	NA
d8e3a3199cff837d1945c64ec0b6cab1b24c1953;size=13	0.6372	0.6372	1	1	Eukaryota;SAR;Alveolata;Perkinsea;PERK02	Eukaryota	SAR	Alveolata	Perkinsea	PERK02	NA
5eed1ce246b76ee21c9a2be98ddfe25d5caeaa99;size=454	0.9928	0.9928	0.9928	0.9928	Eukaryota;SAR;Alveolata;Perkinsea;PERK02	Eukaryota	SAR	Alveolata	Perkinsea	PERK02	NA
ddffb556e39047fe016a4f020d570b05058cff3b;size=287	0.7215	0.7339	0.9799	0.9969	Eukaryota;SAR;Alveolata;Perkinsea	Eukaryota	SAR	Alveolata	Perkinsea	NA	NA
917d390ccdf4bbf19554f355f53579839713910d;size=1101	0.8471	0.8933	0.9128	0.9626	Eukaryota;SAR;Alveolata;Perkinsea	Eukaryota	SAR	Alveolata	Perkinsea	NA	NA
ff0e399135473cd6d8e0539c9b38bb1900b02d36;size=1520	0.6911	0.9177	0.7232	0.9602	Eukaryota;SAR;Alveolata;Perkinsea	Eukaryota	SAR	Alveolata	Perkinsea	NA	NA
67ff2d56b1dfd4286185cbd99ef05d187420fe07;size=20	0.6956	0.7144	0.9704	0.9966	Eukaryota;SAR;Alveolata;Perkinsea	Eukaryota	SAR	Alveolata	Perkinsea	NA	NA
a22779516cfd0fc69fd7f52da2fceaa29c6eb4ec;size=59	0.7817	0.8436	0.8922	0.9628	Eukaryota;SAR;Alveolata;Perkinsea	Eukaryota	SAR	Alveolata	Perkinsea	NA	NA
237f4bc46e4b60036e879ef848ea9a4a68536689;size=2911	0.9338	0.9428	0.9705	0.9798	Eukaryota;SAR;Alveolata;Perkinsea	Eukaryota	SAR	Alveolata	Perkinsea	NA	NA
bb47ab23a514336ea99e8853316dd2c9ca802a30;size=494	0.9033	0.9483	0.9373	0.984	Eukaryota;SAR;Alveolata;Perkinsea	Eukaryota	SAR	Alveolata	Perkinsea	NA	NA
52143ae296c4c0dff82f220704a537803d6fcaf2;size=149	0.6621	0.6647	0.9962	1	Eukaryota;SAR;Alveolata;Perkinsea	Eukaryota	SAR	Alveolata	Perkinsea	NA	NA
33b29eabd1681bcbd34b05bb9fac8a48c2a2f86f;size=14	0.5425	0.5473	0.5425	0.5473	Eukaryota;SAR;Alveolata;Perkinsea;PERK03	Eukaryota	SAR	Alveolata	Perkinsea	PERK03	NA
f1c64e6b0432c495dc4c32cd0f4ebb2afe85d78c;size=191	0.8034	0.8732	0.9052	0.9838	Eukaryota;SAR;Alveolata;Perkinsea	Eukaryota	SAR	Alveolata	Perkinsea	NA	NA
f2a5affc79c9ef8263609e46f023825b7fd7c197;size=33	0.8204	0.8428	0.8988	0.9233	Eukaryota;SAR;Alveolata;Perkinsea;PERK01	Eukaryota	SAR	Alveolata	Perkinsea	PERK01	NA
2a30ddec4bb8a0ef476ab151976829d4346ee37e;size=14	0.7106	0.741	0.9531	0.9939	Eukaryota;SAR;Alveolata;Perkinsea	Eukaryota	SAR	Alveolata	Perkinsea	NA	NA
af8ed6c4a20c7cc773cc0668ce707942fd364ae2;size=257	0.7161	0.7289	0.9824	1	Eukaryota;SAR;Alveolata;Perkinsea	Eukaryota	SAR	Alveolata	Perkinsea	NA	NA
0ced849a3fb921332c35da1c474992c6f5cf82b1;size=12	0.5994	0.6111	0.9784	0.9974	Eukaryota;SAR;Alveolata;Perkinsea	Eukaryota	SAR	Alveolata	Perkinsea	NA	NA
4db42eafd51a44108a81d38a3a778e2bb8c47b16;size=898	0.7889	0.7889	0.7889	0.7889	Eukaryota;SAR;Alveolata;Perkinsea;Pararosarium;Pararosarium dinoexitiosum	Eukaryota	SAR	Alveolata	Perkinsea	Pararosarium	Pararosarium dinoexitiosum
c1d82580bc64ce8fb61326b9be379def8e97703d;size=163	0.6223	0.6341	0.9808	0.9995	Eukaryota;SAR;Alveolata;Perkinsea	Eukaryota	SAR	Alveolata	Perkinsea	NA	NA
14264dde04177fe49cee9fd1b17934e7ea2c53f8;size=56	0.8098	0.8101	0.8098	0.8101	Eukaryota;SAR;Alveolata;Perkinsea;Pararosarium;Pararosarium dinoexitiosum	Eukaryota	SAR	Alveolata	Perkinsea	Pararosarium	Pararosarium dinoexitiosum
3eeed1daead0eec2c4411a1cf6ca2ec7aa24f204;size=15	0.6997	0.7349	0.9518	0.9996	Eukaryota;SAR;Alveolata;Perkinsea	Eukaryota	SAR	Alveolata	Perkinsea	NA	NA
ef05c291ca290b8767cb50efe71de72241049b01;size=93	0.5638	0.5664	0.9926	0.9973	Eukaryota;SAR;Alveolata;Perkinsea	Eukaryota	SAR	Alveolata	Perkinsea	NA	NA
8a70f8442d8a77078a3876948ea37ca70d185db5;size=107	0.6475	0.6691	0.9673	0.9996	Eukaryota;SAR;Alveolata;Perkinsea	Eukaryota	SAR	Alveolata	Perkinsea	NA	NA
cc48146436f9448ac432f42a2b582a9bc3122898;size=60	0.898	0.9242	0.9649	0.9931	Eukaryota;SAR;Alveolata;Perkinsea	Eukaryota	SAR	Alveolata	Perkinsea	NA	NA
e3bfc5e82ebdc6e17c75bea6ff45488de7919cf1;size=15	0.9287	0.9419	0.9329	0.9461	Eukaryota;SAR;Alveolata;Perkinsea	Eukaryota	SAR	Alveolata	Perkinsea	NA	NA
cb361c2ebfe48d1eaa465e476bf789fb8b60062c;size=46	0.9162	0.9654	0.9292	0.9791	Eukaryota;SAR;Alveolata;Perkinsea	Eukaryota	SAR	Alveolata	Perkinsea	NA	NA
a8c4b579462bf79abd11acaf2ae28cdf05598369;size=111	0.7555	0.7843	0.9532	0.9895	Eukaryota;SAR;Alveolata;Perkinsea	Eukaryota	SAR	Alveolata	Perkinsea	NA	NA
6c394e33b5ea990d2c2da2ac14c9e13ae48d47e1;size=11	0.7964	0.8101	0.9737	0.9904	Eukaryota;SAR;Alveolata;Perkinsea	Eukaryota	SAR	Alveolata	Perkinsea	NA	NA
d15e8f007283f67b07e2e0b087139133fa47bb37;size=10	0.7826	0.8023	0.9695	0.9938	Eukaryota;SAR;Alveolata;Perkinsea	Eukaryota	SAR	Alveolata	Perkinsea	NA	NA
9042ff62c315143f98d82b0b2483da272cb8a5e8;size=10	0.8234	0.8515	0.9569	0.9895	Eukaryota;SAR;Alveolata;Perkinsea	Eukaryota	SAR	Alveolata	Perkinsea	NA	NA
360bcce8ac38349c997d10d353092c4a60dd0595;size=28	0.744	0.7778	0.9565	1	Eukaryota;SAR;Alveolata;Perkinsea	Eukaryota	SAR	Alveolata	Perkinsea	NA	NA
b9a8ed2b29572b10b3c30739725c5153df9cc9c6;size=11	0.5598	0.5598	0.5598	0.5598	Eukaryota;SAR;Alveolata;Perkinsea;Pararosarium;Pararosarium dinoexitiosum	Eukaryota	SAR	Alveolata	Perkinsea	Pararosarium	Pararosarium dinoexitiosum
73456fcf2a098cc54af4e63397cd0290efd8b981;size=519	0.8422	0.9079	0.8965	0.9665	Eukaryota;SAR;Alveolata;Perkinsea	Eukaryota	SAR	Alveolata	Perkinsea	NA	NA
0cf59fdeadc08a4d6233403199bd769cc974157e;size=87	0.8594	0.9762	0.8735	0.9922	Eukaryota;SAR;Alveolata;Perkinsea;Perkinsidae	Eukaryota	SAR	Alveolata	Perkinsea	Perkinsidae	NA
001d0a646238a82414bf41215733a72bf2d18694;size=1062	0.4587	0.7125	0.6382	0.9912	Eukaryota;SAR;Alveolata;Perkinsea;Perkinsidae	Eukaryota	SAR	Alveolata	Perkinsea	Perkinsidae	NA
cdad6eba288cbe9e13010765d29a42757370c31a;size=116	0.9409	1	0.9409	1	Eukaryota;SAR;Alveolata;Perkinsea;Perkinsidae	Eukaryota	SAR	Alveolata	Perkinsea	Perkinsidae	NA
d8c7e1edc4c01162e33a32bf391e56e5e7fb86e9;size=964	0.5846	0.8671	0.6647	0.9859	Eukaryota;SAR;Alveolata;Perkinsea;Perkinsidae	Eukaryota	SAR	Alveolata	Perkinsea	Perkinsidae	NA
004124c26b257c7cdc32c4ee2f99f6b54de1e423;size=66	0.9731	1	0.9731	1	Eukaryota;SAR;Alveolata;Perkinsea;Perkinsidae	Eukaryota	SAR	Alveolata	Perkinsea	Perkinsidae	NA
be7fc77e22d48bcfc2d0f8a74aaf3a90ca56ff47;size=29	0.7002	0.7973	0.8449	0.962	Eukaryota;SAR;Alveolata;Perkinsea;Perkinsidae	Eukaryota	SAR	Alveolata	Perkinsea	Perkinsidae	NA
18864e7af9fbba1bcc0a8068690bf08047ede898;size=19	1	1	1	1	Eukaryota;SAR;Alveolata;Perkinsea;Perkinsidae	Eukaryota	SAR	Alveolata	Perkinsea	Perkinsidae	NA
2a72884dd2bb41dc2ca46cff39ba9a8ffb86b051;size=11	0.6961	0.8494	0.7955	0.9707	Eukaryota;SAR;Alveolata;Perkinsea;Perkinsidae	Eukaryota	SAR	Alveolata	Perkinsea	Perkinsidae	NA
9b6ca231ae7a96fbf1715485fae8c68c68d57934;size=14	0.9935	0.9935	0.9935	0.9935	Eukaryota;SAR;Alveolata;Perkinsea;Perkinsidae;AF252288.2 Perkinsus sp. CCA2001	Eukaryota	SAR	Alveolata	Perkinsea	Perkinsidae	AF252288.2 Perkinsus sp. CCA2001
a5c2493e1c22c417e4def6ceccc8922ad8c55fd5;size=231	0.9569	0.9946	0.9616	0.9994	Eukaryota;SAR;Alveolata;Perkinsea;Perkinsidae	Eukaryota	SAR	Alveolata	Perkinsea	Perkinsidae	NA
0019f2558fe02becc74ddd9075565db2341cdb2d;size=52	0.9261	0.9393	0.9262	0.9394	Eukaryota;SAR;Alveolata;Perkinsea;Perkinsidae	Eukaryota	SAR	Alveolata	Perkinsea	Perkinsidae	NA
221a074f62436c9c63e3b9d9ab64dbd3ce4dc6c4;size=271	0.7183	0.75	0.9576	0.9998	Eukaryota;SAR;Alveolata;Perkinsea;Perkinsidae	Eukaryota	SAR	Alveolata	Perkinsea	Perkinsidae	NA
e29efe4413d29664c054a404dd88b485189ea0e9;size=34	0.7835	0.7841	0.9992	1	Eukaryota;SAR;Alveolata;Perkinsea;Perkinsidae	Eukaryota	SAR	Alveolata	Perkinsea	Perkinsidae	NA
9709615a4a2e617d32074879f9da94634a67c864;size=64	0.9692	0.9721	0.9692	0.9721	Eukaryota;SAR;Alveolata;Perkinsea	Eukaryota	SAR	Alveolata	Perkinsea	NA	NA
5dcadfdb40a9731210a53946916251d7400f5f2d;size=20	0.4045	0.4052	0.5239	0.5248	Eukaryota;SAR;Alveolata;Perkinsea;Perkinsidae	Eukaryota	SAR	Alveolata	Perkinsea	Perkinsidae	NA
be53f85ca28429b3aed6c77f7e0b86b1d6e82596;size=16	0.6927	0.6927	0.9791	0.9791	Eukaryota;SAR;Alveolata;Perkinsea	Eukaryota	SAR	Alveolata	Perkinsea	NA	NA
da20135efed7f1620d3fe4ba8e47326b506066ae;size=208	0.5481	0.5539	0.9135	0.9231	Eukaryota;SAR;Alveolata;Perkinsea	Eukaryota	SAR	Alveolata	Perkinsea	NA	NA
d57c6c45eb8ee0868d340c6ba956e660d5b24576;size=188	0.8878	0.8878	0.9559	0.9559	Eukaryota;SAR;Alveolata;Perkinsea	Eukaryota	SAR	Alveolata	Perkinsea	NA	NA
46d569231ef857f83b8e3ddab400b7d1414ffd04;size=1256	0.9765	0.9877	0.9766	0.9879	Eukaryota;SAR;Alveolata;Perkinsea	Eukaryota	SAR	Alveolata	Perkinsea	NA	NA
eb55f88d6839582d86488e7d038b61d5abf6e72a;size=61	0.8203	0.8203	0.9503	0.9503	Eukaryota;SAR;Alveolata;Perkinsea	Eukaryota	SAR	Alveolata	Perkinsea	NA	NA
20ed71afb15df3d1a2c60b4de9c6d2d5c0993e61;size=258	0.892	0.8991	0.9506	0.9582	Eukaryota;SAR;Alveolata;Perkinsea	Eukaryota	SAR	Alveolata	Perkinsea	NA	NA
10811ce2ea797b0f84918202fe62fffdcb8c3029;size=212	0.9476	0.9476	0.9999	1	Eukaryota;SAR;Alveolata;Perkinsea	Eukaryota	SAR	Alveolata	Perkinsea	NA	NA
e1d33bed3cbcf1251767a03ff9fde6cab60e5768;size=100	0.6873	0.6873	0.9443	0.9443	Eukaryota;SAR;Alveolata;Perkinsea	Eukaryota	SAR	Alveolata	Perkinsea	NA	NA
2668a86d5142f32e0e4c45c8c47f5b189b20e6d2;size=42	0.9024	0.9272	0.9097	0.9347	Eukaryota;SAR;Alveolata;Perkinsea	Eukaryota	SAR	Alveolata	Perkinsea	NA	NA
e3c2c04f43af9e82f9c28c73f93b6d124c047f97;size=244	0.3673	0.3677	0.3674	0.3677	Eukaryota;SAR;Alveolata;Perkinsea;Perkinsidae	Eukaryota	SAR	Alveolata	Perkinsea	Perkinsidae	NA
074e44b550c569cd035b3fd525c6fb18b93a3d4b;size=20	0.9775	0.9775	0.9776	0.9776	Eukaryota;SAR;Alveolata;Perkinsea	Eukaryota	SAR	Alveolata	Perkinsea	NA	NA
d50543ab634c97fc8c33cb6cbe6db0c40a342649;size=15	0.683	0.683	0.926	0.926	Eukaryota;SAR;Alveolata;Perkinsea	Eukaryota	SAR	Alveolata	Perkinsea	NA	NA
97742f3fcbfb060674a84597b4704693c147617c;size=13	0.997	0.9973	0.997	0.9973	Eukaryota;SAR;Alveolata;Perkinsea	Eukaryota	SAR	Alveolata	Perkinsea	NA	NA
6b07f48b6fbfd419d95b64cc3a64486cc60768dc;size=255	0.5057	0.5059	0.9258	0.9261	Eukaryota;SAR;Alveolata;Perkinsea	Eukaryota	SAR	Alveolata	Perkinsea	NA	NA
51d39505110e79845841d5bee8b80c7f03e1971f;size=18	0.6251	0.6283	0.6251	0.6284	Eukaryota;SAR;Alveolata;Perkinsea;Perkinsidae	Eukaryota	SAR	Alveolata	Perkinsea	Perkinsidae	NA
0a6c3456c503d924b7b6cd608a5ddd5f68fca59f;size=103	0.8775	0.8775	0.9258	0.9258	Eukaryota;SAR;Alveolata;Perkinsea	Eukaryota	SAR	Alveolata	Perkinsea	NA	NA
d9a818779d6d5f61884294cb932e14f530853e0e;size=90	0.5059	0.5059	0.5059	0.5059	Eukaryota;SAR;Alveolata;Perkinsea;Perkinsidae	Eukaryota	SAR	Alveolata	Perkinsea	Perkinsidae	NA
b95eacad2d5c9e289490b2506dfb960419cb32b4;size=91	0.6271	0.6302	0.9121	0.9167	Eukaryota;SAR;Alveolata;Perkinsea	Eukaryota	SAR	Alveolata	Perkinsea	NA	NA
8cb41f8d4be742ee5dfd7a609ca3e16fca88587f;size=33	0.9584	0.9594	0.9608	0.9618	Eukaryota;SAR;Alveolata;Perkinsea	Eukaryota	SAR	Alveolata	Perkinsea	NA	NA
a8e1dcada18b425e46bc8b74a2087526671d394a;size=80	0.4745	0.4767	0.9199	0.9243	Eukaryota;SAR;Alveolata;Perkinsea	Eukaryota	SAR	Alveolata	Perkinsea	NA	NA
a7e2e35d2caf48cd5392cc569d4ab478831837a4;size=169	0.8193	0.8199	0.9993	1	Eukaryota;SAR;Alveolata;Perkinsea;Perkinsidae	Eukaryota	SAR	Alveolata	Perkinsea	Perkinsidae	NA
07279052d781173f7186bf6533e72d8efe7ec396;size=103	0.5068	0.507	0.9262	0.9265	Eukaryota;SAR;Alveolata;Perkinsea	Eukaryota	SAR	Alveolata	Perkinsea	NA	NA
0e6d1db5e3b3cded5e791448962a5e9f60f1cc5a;size=114	0.9573	0.96	0.9576	0.9603	Eukaryota;SAR;Alveolata;Perkinsea	Eukaryota	SAR	Alveolata	Perkinsea	NA	NA
f5312a6e1ab03a7e3076d516328ad826c7e85948;size=87	0.7346	0.7382	0.961	0.9657	Eukaryota;SAR;Alveolata;Perkinsea	Eukaryota	SAR	Alveolata	Perkinsea	NA	NA
37971feb6e4146d220c6d40b05cba9718005a812;size=29	0.9935	0.994	0.9937	0.9942	Eukaryota;SAR;Alveolata;Perkinsea	Eukaryota	SAR	Alveolata	Perkinsea	NA	NA
a34776868566ae79754d1c277bf070f3ca6cda3b;size=23	0.5304	0.5338	0.9241	0.93	Eukaryota;SAR;Alveolata;Perkinsea	Eukaryota	SAR	Alveolata	Perkinsea	NA	NA
bbc14b6e6471ff30d2ad42e912e833aae4d6d3d6;size=28	0.4857	0.4874	0.9626	0.9659	Eukaryota;SAR;Alveolata;Perkinsea	Eukaryota	SAR	Alveolata	Perkinsea	NA	NA
50550231e2ef8415dac5f91d2a98c0debf7ba0ce;size=192	0.5729	0.5729	1	1	Eukaryota;SAR;Alveolata;Perkinsea;Perkinsidae	Eukaryota	SAR	Alveolata	Perkinsea	Perkinsidae	NA
c5ac533b544cb68cfce1b151211d8854f7f21ef2;size=26	0.9228	0.9228	0.9729	0.9729	Eukaryota;SAR;Alveolata;Perkinsea	Eukaryota	SAR	Alveolata	Perkinsea	NA	NA
46364b3889052245aeb1b696b9dc9a1666ae0180;size=68	0.7336	0.7336	0.7336	0.7336	Eukaryota;SAR;Alveolata;Perkinsea;Perkinsea_X;Marine environmental sequence	Eukaryota	SAR	Alveolata	Perkinsea	Perkinsea_X	Marine environmental sequence
f1168e86dc9f1a58939203d94ccdbacbe959b0a7;size=14	0.5646	0.5646	0.5647	0.5647	Eukaryota;SAR;Alveolata;Perkinsea;Perkinsidae	Eukaryota	SAR	Alveolata	Perkinsea	Perkinsidae	NA
227ae6380411722106c07ec83123180319213dd7;size=22	0.8387	0.8388	0.9357	0.9358	Eukaryota;SAR;Alveolata;Perkinsea	Eukaryota	SAR	Alveolata	Perkinsea	NA	NA
c863942b370b746579132c3900b9746504a3bf45;size=36	0.7479	0.748	0.9838	0.9838	Eukaryota;SAR;Alveolata;Perkinsea	Eukaryota	SAR	Alveolata	Perkinsea	NA	NA
3fe99f28ec69defa1fb5113bd1ebde7b36d1b6a5;size=94	0.3891	0.3929	0.3891	0.3929	Eukaryota;SAR;Alveolata;Perkinsea;Perkinsidae	Eukaryota	SAR	Alveolata	Perkinsea	Perkinsidae	NA
1f1135e0be5c7bedd20fb267611f8e40af96d954;size=17	0.8397	0.8397	0.9717	0.9717	Eukaryota;SAR;Alveolata;Perkinsea	Eukaryota	SAR	Alveolata	Perkinsea	NA	NA
d3684c0235541d88c8e960983cb0791763159471;size=57	0.9814	0.9847	0.9814	0.9847	Eukaryota;SAR;Alveolata;Perkinsea	Eukaryota	SAR	Alveolata	Perkinsea	NA	NA
d6e1c5df83f63f632a4312579059cbc510b26bfe;size=14	0.9743	0.9745	0.9744	0.9745	Eukaryota;SAR;Alveolata;Perkinsea	Eukaryota	SAR	Alveolata	Perkinsea	NA	NA
8fdbaf0d9ed040866f1f74e8ec37b31be2866b38;size=970	0.7092	0.7092	0.9825	0.9825	Eukaryota;SAR;Alveolata;Perkinsea	Eukaryota	SAR	Alveolata	Perkinsea	NA	NA
94cbacfa6b0d1903b46a6c70e786fef6926688e4;size=27	0.9746	0.9808	0.9747	0.981	Eukaryota;SAR;Alveolata;Perkinsea	Eukaryota	SAR	Alveolata	Perkinsea	NA	NA
e102a2338e9429214caf27e8e844225719c48486;size=2345	0.8311	0.8311	1	1	Eukaryota;SAR;Alveolata;Perkinsea	Eukaryota	SAR	Alveolata	Perkinsea	NA	NA
87ca2c8e6ed2d828b8235ea3fe22df477b58da5e;size=1224	0.5172	0.5172	0.9237	0.9237	Eukaryota;SAR;Alveolata;Perkinsea	Eukaryota	SAR	Alveolata	Perkinsea	NA	NA
a657733bb06633982e037f702ca24ff5855bfd85;size=55	0.4832	0.4881	0.4833	0.4881	Eukaryota;SAR;Alveolata;Perkinsea;Perkinsidae	Eukaryota	SAR	Alveolata	Perkinsea	Perkinsidae	NA
243d02dbecd0c8e3997c46f336e67fde43ee8ab3;size=11	0.8605	0.8605	0.9768	0.9768	Eukaryota;SAR;Alveolata;Perkinsea	Eukaryota	SAR	Alveolata	Perkinsea	NA	NA
0c5de3a1db6d4dbbad0cc333a754fdde6e24fcf5;size=123	0.6492	0.6492	0.9861	0.9861	Eukaryota;SAR;Alveolata;Perkinsea	Eukaryota	SAR	Alveolata	Perkinsea	NA	NA
6e82cd0ca98c1cc0e14e9b03d6a89173ba4de993;size=173	0.9074	0.9075	0.9998	0.9999	Eukaryota;SAR;Alveolata;Perkinsea	Eukaryota	SAR	Alveolata	Perkinsea	NA	NA
2f819d4e09db76cfc2f7fed67c15a2548c9b4849;size=24	0.3824	0.3824	0.5451	0.5451	Eukaryota;SAR;Alveolata;Perkinsea;Perkinsidae	Eukaryota	SAR	Alveolata	Perkinsea	Perkinsidae	NA
ecd22ead4b02fb1264edb6e8dc0200443005e432;size=172	0.7477	0.7477	0.926	0.926	Eukaryota;SAR;Alveolata;Perkinsea	Eukaryota	SAR	Alveolata	Perkinsea	NA	NA
d2526cf645ec6540543fc98bbfd4e437989156ad;size=270	0.9787	0.9958	0.9789	0.996	Eukaryota;SAR;Alveolata;Perkinsea	Eukaryota	SAR	Alveolata	Perkinsea	NA	NA
e9e3995cc4d7a5e1260b19f6644cb842d26b444d;size=23	0.8256	0.8256	0.9819	0.9819	Eukaryota;SAR;Alveolata;Perkinsea	Eukaryota	SAR	Alveolata	Perkinsea	NA	NA
f7ec2180da3debae338886eaf21eb02f6f1ed1ba;size=18	0.9961	0.9998	0.9963	1	Eukaryota;SAR;Alveolata;Perkinsea	Eukaryota	SAR	Alveolata	Perkinsea	NA	NA
653202895093ed29424664c76d4846443f90b9a3;size=14	0.9939	0.9982	0.9939	0.9982	Eukaryota;SAR;Alveolata;Perkinsea	Eukaryota	SAR	Alveolata	Perkinsea	NA	NA
282e600063268029798ff887bbdd4a6bd4618156;size=26	0.7651	0.7651	0.8318	0.8318	Eukaryota;SAR;Alveolata;Perkinsea;Xcellidae	Eukaryota	SAR	Alveolata	Perkinsea	Xcellidae	NA
1491dbcfca3031c577642d922bdf375676aa5d3a;size=15	0.7287	0.7287	0.7287	0.7287	Eukaryota;SAR;Alveolata;Perkinsea;Xcellidae;GU296508.2 Gardus morhua	Eukaryota	SAR	Alveolata	Perkinsea	Xcellidae	GU296508.2 Gardus morhua
9f5df26e01d6bb113d136121493e0ac5d9360da8;size=100	0.5051	0.5051	0.9984	0.9984	Eukaryota;SAR;Alveolata;Perkinsea;Xcellidae	Eukaryota	SAR	Alveolata	Perkinsea	Xcellidae	NA
c6762d58f73b4c69f633c398e3ccb13f50c7d6a0;size=179	0.5	0.5	0.5	0.5	Eukaryota;SAR;Alveolata;Perkinsea;Xcellidae;GU296508.2 Gardus morhua	Eukaryota	SAR	Alveolata	Perkinsea	Xcellidae	GU296508.2 Gardus morhua
06e7b20c64b5a060f34ee7a4b60a645354c8bc9a;size=23	0.5	0.5	0.5	0.5	Eukaryota;SAR;Alveolata;Perkinsea;Xcellidae;GU296508.2 Gardus morhua	Eukaryota	SAR	Alveolata	Perkinsea	Xcellidae	GU296508.2 Gardus morhua
d87556f6257889f9f56aef54ff73dd0c9b9163a9;size=68	0.5	0.5	0.5	0.5	Eukaryota;SAR;Alveolata;Perkinsea;Xcellidae;GU296508.2 Gardus morhua	Eukaryota	SAR	Alveolata	Perkinsea	Xcellidae	GU296508.2 Gardus morhua
321c019fd028d098a439ba2397e5e5ccfa9aab25;size=18	0.7191	0.7191	0.7191	0.7191	Eukaryota;SAR;Alveolata;Perkinsea;Xcellidae;GU296508.2 Gardus morhua	Eukaryota	SAR	Alveolata	Perkinsea	Xcellidae	GU296508.2 Gardus morhua
3d6e6ce674d79545ba9d9e25d6162fd04c806b3a;size=66	0.9587	0.9587	0.9588	0.9588	Eukaryota;SAR;Alveolata;Perkinsea;Xcellidae	Eukaryota	SAR	Alveolata	Perkinsea	Xcellidae	NA
92cb6429255e30e8d1b70822e9e5a3006c96f084;size=226	0.4996	0.5	0.4996	0.5	Eukaryota;SAR;Alveolata;Perkinsea;Xcellidae;GU296508.2 Gardus morhua	Eukaryota	SAR	Alveolata	Perkinsea	Xcellidae	GU296508.2 Gardus morhua
b0bf940be93725967ba247ff2a7a14e8b5ed305e;size=30	0.6981	0.7107	0.9803	0.9979	Eukaryota;SAR;Alveolata;Perkinsea	Eukaryota	SAR	Alveolata	Perkinsea	NA	NA
c2f6ecaa8f1e56845a0877b7c38d248492c0f65c;size=258	0.86240000000000006	0.8743	0.9864	1	Eukaryota;SAR;Alveolata;Perkinsea	Eukaryota	SAR	Alveolata	Perkinsea	NA	NA
0a6b8d18a1484a14c172ab08bfc9ba304f06b4ae;size=56	0.9279	0.9404	0.9279	0.9404	Eukaryota;SAR;Alveolata;Perkinsea	Eukaryota	SAR	Alveolata	Perkinsea	NA	NA
1862685fe293ac900c013ed402b28e677f73caa2;size=21	0.9259	0.9302	0.9948	0.9995	Eukaryota;SAR;Alveolata;Perkinsea	Eukaryota	SAR	Alveolata	Perkinsea	NA	NA
cad75a4b05669f8913af2e30f2726157965631b2;size=94	0.9389	0.9581	0.9503	0.9698	Eukaryota;SAR;Alveolata;Perkinsea	Eukaryota	SAR	Alveolata	Perkinsea	NA	NA
95809f485c4338368f6e9d0ea2753b943a0260c0;size=74	0.9048	0.9048	0.9869	0.9869	Eukaryota;SAR;Alveolata;Perkinsea	Eukaryota	SAR	Alveolata	Perkinsea	NA	NA
b15d3426b19cc1bdacdf7913466c948c3b359539;size=16	0.5199	0.5199	0.52	0.52	Eukaryota;SAR;Alveolata;Perkinsea;Perkinsidae	Eukaryota	SAR	Alveolata	Perkinsea	Perkinsidae	NA
69d4db8b0deb0a8b229e057770b6b76e5e7d8da0;size=242	0.8728	0.8889	0.9552	0.9729	Eukaryota;SAR;Alveolata;Perkinsea	Eukaryota	SAR	Alveolata	Perkinsea	NA	NA
a9371b160235ad57b74995a4d69a1501596ead89;size=21	0.518	0.518	0.518	0.518	Eukaryota;SAR;Alveolata;Perkinsea;Pararosarium;Pararosarium dinoexitiosum	Eukaryota	SAR	Alveolata	Perkinsea	Pararosarium	Pararosarium dinoexitiosum
ed4f38d6ab84a8c5b4cb4c53759128e1dd1b1c41;size=66	0.6246	0.6349	0.9838	1	Eukaryota;SAR;Alveolata;Perkinsea	Eukaryota	SAR	Alveolata	Perkinsea	NA	NA
d61c169096e3f2ce581b2949e6dbbea5cc4a3138;size=153	0.761	0.9174	0.7611	0.9174	Eukaryota;SAR;Alveolata;Perkinsea	Eukaryota	SAR	Alveolata	Perkinsea	NA	NA
